ArticleID	TabID	ArticleParentID	ArticleCategoryID	ArticleTitle	ArticleTitleEncoded	ArticlePercentComplete	ArticleRating	ArticleViews	ArticleTypeID	ArticleLevelID	ArticleStatusID	ArticlePriorityID	ArticleAccessType	ArticleWorkFlowStepID	ArticleCreatedUserID	ArticleCreatedUsername	ArticleCreatedDate	ArticleModifiedUserID	ArticleModifiedUsername	ArticleModifiedDate	ArticleAssignedUserID	ArticleAssignedUsername	ArticleAssignedDate	ArticleSuggestedUserID	ArticleSuggestedUsername	ArticleSuggestedEmail	ArticleSuggestedDate	ArticleReportedUserID	ArticleReportedUsername	ArticleReportedDate	ArticleDueDate	ArticleReviewDate	ArticleExpiresDate	ArticlePassword	TotalRatings	AttachmentCount	CommentCount	RelatedLinkCount	RelatedArticleCount	TagCount	ArticleDownloadFile	ArticleDownloadLink	ArticleDownloadPassword	ArticleImageUrl	ArticleSettingsXML	ArticleVersion	ArticleMarkDown	ArticleIsMarkDown
10653	1	0	10	Failed to generate report; ORA-06413 error	Failed-to-generate-report-ORA06413-error	0	1	29120	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-01-18 14:11:46.630	2	kmarsh	2024-07-24 16:02:33.880	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10654	1	0	10	Workstations receive an error loading the WTC after upgrading to a new version	Workstations-receive-an-error-loading-the-WTC-after-upgrading-to-a-new-version	0	2	49915	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-01-18 15:07:59.473	2	kmarsh	2023-03-08 20:36:59.853	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		7	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10655	1	0	10	Error occurs when installing Java for WTC going through a proxy	Error-occurs-when-installing-Java-for-WTC-going-through-a-proxy	0	0	22284	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-01-18 15:34:21.340	2	GlobalSCAPE 5	2014-07-09 16:19:08.047	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0						0	NULL	0
10656	1	0	10	Folder Monitor Rule fails on remote upload	Folder-Monitor-Rule-fails-on-remote-upload	0	1	24846	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-01-18 15:48:09.430	2	kmarsh	2019-03-20 14:40:30.197	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		13	0	0	0	0	0				https://kb.globalscape.com/attachments/EFT/ILLUST_MoveRule.PNG	<?xml version='1.0' encoding='UTF-8'?><settings />	1	NULL	0
10658	1	0	10	The Auditing and Reporting module (ARM) fails to connect to the SQL Server Express installation with a "the login failed"" error"	The-Auditing-and-Reporting-module-ARM-fails-to-connect-to-the-SQL-Server-Express-installation-with-a	0	2	13692	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-01-21 15:36:10.910	2	kmarsh	2023-12-12 22:48:29.433	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10659	1	0	10	Changing of user password not allowed on LDAP Site if the Site is hosted on a foreign domain	Changing-of-user-password-not-allowed-on-LDAP-Site-if-the-Site-is-hosted-on-a-foreign-domain	0	0	11260	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-01-21 16:34:58.873	2	kmarsh	2024-08-06 21:06:46.143	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		5	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10661	1	0	10	Disabling the SQL log auto-import function in ARM	Disabling-the-SQL-log-autoimport-function-in-ARM	0	0	15812	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-01-21 16:46:32.550	2	kmarsh	2024-04-04 15:37:13.717	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10662	1	0	10	Use the JSE HTTP client library instead of the default the Apache HTTP client	Use-the-JSE-HTTP-client-library-instead-of-the-default-the-Apache-HTTP-client-	0	0	20120	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-01-21 17:15:47.967	2	kmarsh	2024-04-04 15:39:21.253	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10669	1	0	10	Reverting to v6.2 Folder Monitor algorithm	Reverting-to-v62-Folder-Monitor-algorithm	0	1	44192	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-02-08 11:25:11.030	2	kmarsh	2024-04-04 16:48:27.020	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10671	1	0	10	EFT Server hangs during multi-part uploads of large files (using COMB command)	EFT-Server-hangs-during-multipart-uploads-of-large-files-using-COMB-command	0	1	18874	12	0	0	0	1	0	2	GlobalSCAPE 5	2011-02-11 16:48:00.430	2	kmarsh	2023-02-08 22:05:45.257	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		7	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10672	1	0	10	How does EFT Server know which TCP/IP port it should use to connect to SQL Server?	How-does-EFT-Server-know-which-TCPIP-port-it-should-use-to-connect-to-SQL-Server-	0	0	18236	4	0	0	0	1	0	2	GlobalSCAPE 5	2011-02-11 17:36:14.803	2	GlobalSCAPE 5	2012-01-31 14:09:39.710	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0						0	NULL	0
10674	1	0	0	Error occurred while attempting to retrieve product name from resource bundle	Error-occurred-while-attempting-to-retrieve-product-name-from-resource-bundle	0	0	20440	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-02-21 17:19:10.710	2	kmarsh	2023-03-08 20:23:26.227	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	1	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10680	1	0	10	Error reading XML configuration file	Error-reading-XML-configuration-file-	0	1	19480	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-03-03 16:57:07.850	2	GlobalSCAPE 5	2012-01-31 14:10:49.817	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	1	0	0	0						0	NULL	0
10681	1	0	10	Changing the amount of time EFT Server waits between reconnect attempts	Changing-the-amount-of-time-EFT-Server-waits-between-reconnect-attempts	0	0	38836	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-03-08 13:51:38.167	2	kmarsh	2024-04-04 18:08:30.240	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10682	1	0	10	Changing the amount of time EFT waits for the notification from Windows when a Folder Monitor health check file is created	Changing-the-amount-of-time-EFT-waits-for-the-notification-from-Windows-when-a-Folder-Monitor-health	0	3	48875	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-03-08 13:56:10.920	2	kmarsh	2024-04-04 18:15:00.183	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		5	0	1	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10683	1	0	10	Force use of Web Transfer Client for browser-based uploads (disable use of PTC)	Force-use-of-Web-Transfer-Client-for-browserbased-uploads-disable-use-of-PTC	0	0	74747	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-03-08 17:37:04.460	2	kmarsh	2024-04-04 18:15:41.683	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.5		0
10684	1	0	10	How much disk space should I allocate for the Auditing and Reporting module (ARM)?	How-much-disk-space-should-I-allocate-for-the-Auditing-and-Reporting-module-ARM	0	2	37765	4	0	0	0	1	0	2	GlobalSCAPE 5	2011-03-15 09:38:01.313	4	Jose Romo	2016-09-16 11:55:21.713	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	0	0	0	0	0				https://kb.globalscape.com/attachments/ARM/SQLDiskUsage.png	<?xml version='1.0' encoding='UTF-8'?><settings />	1.2	NULL	0
10685	1	0	10	Folder Monitor Sweep for Files Missed	Folder-Monitor-Sweep-for-Files-Missed	0	0	4369	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-04-25 10:34:48.737	2	kmarsh	2024-07-24 15:39:52.557	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	1	1	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10686	1	0	10	Connecting to a Remote Host Using DMZ Gateway as a Proxy	Connecting-to-a-Remote-Host-Using-DMZ-Gateway-as-a-Proxy	0	1	26816	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-04-25 11:35:59.550	2	kmarsh	2024-07-24 16:07:48.993	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		5	1	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10687	1	0	10	How do I create a user on SQL Server 2008 for EFT Server?	How-do-I-create-a-user-on-SQL-Server-2008-for-EFT-Server	0	0	28523	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-04-25 13:44:42.967	2	GlobalSCAPE 5	2011-09-23 15:22:18.957	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0						0	NULL	0
10688	1	0	10	Configuring EFT Server Permissions in SQL Server	Configuring-EFT-Server-Permissions-in-SQL-Server	0	1	58477	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-04-26 09:29:59.980	2	GlobalSCAPE 5	2011-09-26 17:49:50.903	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		12	0	0	0	0	0						0	NULL	0
10692	1	0	10	Specify the Login Type that the Folder Monitor Uses to Monitor Remote Folders	Specify-the-Login-Type-that-the-Folder-Monitor-Uses-to-Monitor-Remote-Folders	0	0	69041	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-05-02 15:49:12.877	2	kmarsh	2024-04-04 18:18:54.353	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10693	1	0	10	Ignore Client Certificate Requests During SSL Handshake	Ignore-Client-Certificate-Requests-During-SSL-Handshake	0	0	23810	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-05-02 16:52:10.000	2	kmarsh	2021-11-23 05:13:44.657	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10695	1	0	0	What is E-Discovery?	What-is-EDiscovery	0	0	13522	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-05-09 09:46:53.957	2	kmarsh	2023-03-08 20:23:05.240	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10696	1	0	10	Enforcing only one health check on Folder Monitor Event Rules	Enforcing-only-one-health-check-on-Folder-Monitor-Event-Rules	0	1	47560	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-05-12 09:38:43.330	2	kmarsh	2024-04-04 18:28:18.760	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10697	1	0	17	Cannot access Java-based web client	Cannot-access-Java-based-web-client	0	0	37126	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-05-13 14:35:58.293	2	GlobalSCAPE 5	2013-10-24 17:51:52.627	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		12	0	0	0	0	0						0	NULL	0
10700	1	0	10	Turning Off the Change Password Feature for AD/LDAP User Accounts	Turning-Off-the-Change-Password-Feature-for-ADLDAP-User-Accounts	0	0	16468	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-05-31 13:23:43.263	2	kmarsh	2021-11-23 06:12:39.880	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10701	1	0	10	Using the Active Directory API for password changes	Using-the-Active-Directory-API-for-password-changes	0	1	8663	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-05-31 17:15:15.877	2	GlobalSCAPE 5	2012-02-09 08:53:35.590	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		10	0	0	0	0	0						0	NULL	0
10702	1	0	10	How do I provide a custom database connection string for the EFT Server database? (Private)	How-do-I-provide-a-custom-database-connection-string-for-the-EFT-Server-database-Private	0	0	46	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-06-01 10:55:01.273	2	kmarsh	2019-04-03 12:17:02.153	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		0	0	1	0	0	0				https://kb.globalscape.com/attachments/ARM/TAB_Server_Logs_NoDB.png	<?xml version='1.0' encoding='UTF-8'?><settings />	1	NULL	0
10705	1	0	10	Uploads to EFT Server fail if file with same name exists during RENAME operation	Uploads-to-EFT-Server-fail-if-file-with-same-name-exists-during-RENAME-operation	0	2	31616	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-06-02 16:53:15.720	2	kmarsh	2024-04-04 18:45:15.743	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		9	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10706	1	0	10	EFT Server is unable to upload or download a file to a subfolder	EFT-Server-is-unable-to-upload-or-download-a-file-to-a-subfolder	0	1	45823	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-06-02 16:56:43.860	2	kmarsh	2024-04-04 18:50:05.413	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		8	0	1	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.6		0
10707	1	0	10	FTPS file transfers fail	FTPS-file-transfers-fail	0	0	18459	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-06-02 16:59:17.440	2	kmarsh	2021-11-23 08:04:35.400	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10708	1	0	10	Disable auto redirection to HTTPS for login and account management	Disable-auto-redirection-to-HTTPS-for-login-and-account-management-	0	0	69620	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-06-02 17:13:03.510	2	kmarsh	2024-04-04 18:53:51.287	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		7	0	1	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10709	1	0	10	The Preserve Remote Timestamp setting behaves differently in EFT Server than it does in WinSCP	The-Preserve-Remote-Timestamp-setting-behaves-differently-in-EFT-Server-than-it-does-in-WinSCP	0	0	34912	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-06-06 15:54:33.103	2	kmarsh	2024-04-16 14:58:55.730	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		7	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10710	1	0	35	Overriding the default Profile limit in DMZ Gateway	Overriding-the-default-Profile-limit-in-DMZ-Gateway	0	1	23067	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-06-07 17:11:22.637	2	kmarsh	2024-04-16 19:04:34.657	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10711	1	0	10	EFT E-mail Messages	EFT-Email-Messages	0	1	59125	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-06-08 16:34:15.920	2	kmarsh	2023-02-06 20:33:19.390	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		12	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.6		0
10712	1	0	10	EFT Server requires the ODAC drivers	EFT-Server-requires-the-ODAC-drivers	0	0	19411	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-06-10 13:05:09.680	2	kmarsh	2022-08-06 01:23:44.250	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10714	1	0	17	Section 508 Compliance - Voluntary Product Accessibility	Section-508-Compliance-Voluntary-Product-Accessibility	0	0	43402	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-06-17 10:10:22.213	2	kmarsh	2018-05-21 09:41:57.940	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2	NULL	0
10860	1	0	10	Changes in COM API v7.0 - 7.4.x	Changes-in-COM-API-v70-74x	0	0	55227	8	0	0	0	2	0	2	GlobalSCAPE 5	2011-07-26 15:03:20.323	2	kmarsh	2022-09-09 13:27:08.393	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	1	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	2.3		0
10861	1	0	10	Set Event Rule Timer Stack Size	Set-Event-Rule-Timer-Stack-Size	0	1	22194	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-07-26 16:01:13.220	2	kmarsh	2024-04-04 19:00:41.187	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		5	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.5		0
10862	1	0	0	Windows Preview Pane locks files for extended period	Windows-Preview-Pane-locks-files-for-extended-period	0	2	185432	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-07-26 17:10:47.207	7503	lgarcia	2016-02-15 11:16:51.263	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		87	2	0	0	0	0				http://kb.globalscape.com/Uploads/Images/trustcenter.jpg	<?xml version='1.0' encoding='UTF-8'?><settings />	0	NULL	0
10865	1	0	35	Overriding the default Network Access Policy Exception limit in DMZ Gateway	Overriding-the-default-Network-Access-Policy-Exception-limit-in-DMZ-Gateway	0	0	8681	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-08-17 11:31:55.970	2	kmarsh	2023-03-08 20:33:03.700	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0				https://kb.globalscape.com/attachments/ICON_Info.gif	<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10866	1	0	35	Overriding the default SOCKS5 Connection Security in DMZ Gateway	Overriding-the-default-SOCKS5-Connection-Security-in-DMZ-Gateway	0	2	29245	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-08-17 11:41:37.617	2	GlobalSCAPE 5	2015-04-14 15:14:32.830	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0						0	NULL	0
10867	1	0	10	%FS.VIRTUAL_FOLDER_NAME% and %FS.VIRTUAL_PATH% do not reference the same values in 6.3.x as they did in previous versions	FSVIRTUALFOLDERNAME-and-FSVIRTUALPATH-do-not-reference-the-same-values-in-63x-as-they-did-in-previou	0	1	30111	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-08-22 10:13:36.117	2	kmarsh	2023-03-08 20:37:14.217	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		8	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10869	1	0	7	Why does CuteFTP attempt to connect to globalscape.com several times each day?	Why-does-CuteFTP-attempt-to-connect-to-globalscape.com-several-times-each-day	0	0	5313	4	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-08 11:54:18.040	2	GlobalSCAPE 5	2011-09-08 12:21:33.290	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0						0	NULL	0
10871	1	0	10	The user login credentials message is configured in EFT Server as a plain text file, yet recipients don't receive it as plain text. How can I change that?	The-user-login-credentials-message-is-configured-in-EFT-Server-as-a-plain-text-file-yet-recipients-don't-receive-it-as-plain-text.-How-can-I-change-that	0	0	5828	4	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-08 14:40:59.213	2	GlobalSCAPE 5	2011-11-16 15:09:16.883	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0						0	NULL	0
10872	1	0	10	Controlling the filename and frequency for creation of a new PGP log file	Controlling-the-filename-and-frequency-for-creation-of-a-new-PGP-log-file	0	2	24948	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-08 14:52:14.103	2	kmarsh	2024-04-04 19:08:47.110	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		8	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.3		0
10873	1	0	10	Disable X-FRAME-OPTIONS for WTC and PTC	Disable-XFRAMEOPTIONS-for-WTC-and-PTC	0	0	19917	8	0	0	0	2	0	2	GlobalSCAPE 5	2011-09-08 14:57:34.487	2	kmarsh	2024-04-04 19:09:24.647	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10874	1	0	10	The Web Transfer Client (WTC) does not load completely in Firefox	The-Web-Transfer-Client-WTC-does-not-load-completely-in-Firefox	0	0	15763	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-09 11:37:55.813	2	GlobalSCAPE 5	2011-10-26 17:51:31.950	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0						0	NULL	0
10875	1	0	10	Can I change the format of dates and times in the Plain-Text Client?	Can-I-change-the-format-of-dates-and-times-in-the-PlainText-Client	0	1	10014	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-09 13:16:03.303	2	kmarsh	2024-12-11 21:19:40.537	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		10	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10876	1	0	10	What is EFT Server’s expected behavior when an Event Rule attempts to offload or download a file that is missing from the source folder?	What-is-EFT-Servers-expected-behavior-when-an-Event-Rule-attempts-to-offload-or-download-a-file-that-is-missing-from-the-source-folder-	0	0	5707	4	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-12 11:00:36.967	2	GlobalSCAPE 5	2011-10-18 10:13:15.620	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0						0	NULL	0
10877	1	0	10	Adjust IP Access Rule Count Limit and IP Auto Ban List limit	Adjust-IP-Access-Rule-Count-Limit-and-IP-Auto-Ban-List-limit	0	1	70212	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-12 16:50:06.290	2	kmarsh	2024-04-04 19:14:28.190	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		9	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	2		0
10878	1	0	10	Changing the PGP Timeout	Changing-the-PGP-Timeout	0	1	40216	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-14 11:50:17.570	2	kmarsh	2024-04-04 19:15:35.227	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		8	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10910	1	0	10	Transform incoming file names from ASCII to UTF8 and outgoing filenames from UTF8 to ASCII	Transform-incoming-file-names-from-ASCII-to-UTF8-and-outgoing-filenames-from-UTF8-to-ASCII	0	1	30088	7	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-20 09:33:29.750	2	kmarsh	2024-04-04 19:27:08.020	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		9	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10978	1	0	10	Can I use EFT Server as an SFTP server with Cisco Unified Communications Manager (CUCM)?	Can-I-use-EFT-Server-as-an-SFTP-server-with-Cisco-Unified-Communications-Manager-CUCM	0	0	23066	4	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-27 13:18:27.703	2	kmarsh	2023-02-06 22:30:37.770	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		5	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
11003	1	0	10	Q: What is GlobalSCAPE’s response to the SSL/TLS BEAST exploit?	Q-What-is-GlobalSCAPE’s-response-to-the-SSLTLS-BEAST-exploit	0	1	91926	4	0	0	0	1	0	2	GlobalSCAPE 5	2011-09-29 09:24:53.170	2	kmarsh	2023-12-14 16:00:38.640	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		11	0	0	0	0	0				https://kb.globalscape.com/attachments/EFT/SecurityTab_BeastKB.PNG	<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
11004	1	0	10	When using Novell eDirectory, when browsing the file system over HTTP or HTTPS protocols, EFT Server sometimes returns null or empty directories in directories that were just traversed	When-using-Novell-eDirectory-when-browsing-the-file-system-over-HTTP-or-HTTPS-protocols-EFT-Server-sometimes-returns-null-or-empty-directories-in-directories-that-were-just-traversed	0	0	21424	12	0	0	0	1	0	2	GlobalSCAPE 5	2011-10-18 11:11:55.910	2	GlobalSCAPE 5	2011-10-18 11:14:52.483	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0						0	NULL	0
11005	1	0	10	AD users are able to delete virtual folders	AD-users-are-able-to-delete-virtual-folders	0	0	18219	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-10-19 10:31:28.567	2	kmarsh	2024-04-04 19:32:35.760	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
11006	1	0	10	What do the error codes in EFT.log mean?	What-do-the-error-codes-in-EFTlog-mean	0	1	64065	2	0	0	0	1	0	2	GlobalSCAPE 5	2011-10-27 10:12:50.323	2	kmarsh	2023-02-06 22:56:43.527	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		25	0	0	0	0	0				https://kb.globalscape.com/attachments/EFT/eftErrors.PNG	<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
11007	1	0	10	The "Place in Recycle Bin"" check box does not work as expected"	The-Place-in-Recycle-Bin-check-box-does-not-work-as-expected	0	0	8897	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-11-04 15:23:51.893	2	GlobalSCAPE 5	2011-11-04 15:24:36.050	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0						0	NULL	0
11008	1	0	10	On browsers other than Internet Explorer, I am asked to log in multiple times.	On-browsers-other-than-Internet-Explorer-I-am-asked-to-log-in-multiple-times.	0	0	7529	8	0	0	0	1	0	2	GlobalSCAPE 5	2011-11-04 15:52:50.720	2	GlobalSCAPE 5	2011-11-04 15:53:42.170	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	0	0	0	0	0						0	NULL	0
11010	1	0	10	Connection problems when attempting outbound connections from EFT Server using SFTP	Connection-problems-when-attempting-outbound-connections-from-EFT-Server-using-SFTP-	0	1	25750	5	0	0	0	1	0	2	GlobalSCAPE 5	2011-11-15 09:58:10.477	2	kmarsh	2024-08-20 20:44:46.880	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		8	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.3		0
11012	1	0	10	Specifying an Alternate Reporting Connection String	Specifying-an-Alternate-Reporting-Connection-String	0	0	88662	7	0	0	0	2	0	2	GlobalSCAPE 5	2011-12-07 11:22:15.770	2	kmarsh	2024-04-04 20:11:41.013	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	2	0	0	0	0				https://kb.globalscape.com/attachments/ARM/ReportIcons.png	<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
